VALUE,COUNT,US_200EVT,PADUS_GAP_RESAMP,ECOREGION_RASTER,EVT_NAME,EVT_PHYS,ECO_NAME
25901,3,7198,2,17063,Recently Disturbed Other-Herb and Grass Cover,Grassland,Gulf Coast Prairies And Marshes
25902,1,9568,1,17063,Central Texas Coastal Prairie Riparian Shrubland,Riparian,Gulf Coast Prairies And Marshes
25903,31002,7338,1,17063,Central and South Texas Coastal Fringe Forest and Woodland,Hardwood,Gulf Coast Prairies And Marshes
25904,3923,9248,3,17101,Southern Coastal Plain Hydric Hammock,Riparian,Tropical Florida
25905,544,7565,3,17101,Florida Peninsula Inland Scrub Woodland,Conifer,Tropical Florida
25906,14121,7997,3,17101,Eastern Warm Temperate Pasture and Hayland,Agricultural,Tropical Florida
25907,15518,9320,3,17101,Southeastern Native Ruderal Flooded & Swamp Forest,Riparian,Tropical Florida
25908,25427,7446,3,17101,South Florida Pine Flatwoods,Conifer,Tropical Florida
25909,55916,7548,3,17101,South Florida Pine Wet Flatwoods,Riparian,Tropical Florida
25910,2,9250,3,17101,Southern Coastal Plain Oak Dome and Hammock,Riparian,Tropical Florida
25911,139,7460,3,17101,Southern Coastal Plain Nonriverine Cypress Dome,Riparian,Tropical Florida
25912,13,9249,3,17101,Southern Coastal Plain Nonriverine Basin Swamp,Riparian,Tropical Florida
25913,19510,7299,3,17101,Developed-Roads,Developed-Roads,Tropical Florida
25914,17047,7918,3,17101,Eastern Warm Temperate Urban Herbaceous,Developed,Tropical Florida
25915,10285,7296,3,17101,Developed-Low Intensity,Developed-Low Intensity,Tropical Florida
25916,6535,7919,3,17101,Eastern Warm Temperate Urban Shrubland,Developed,Tropical Florida
25917,31884,9823,3,17101,Southeastern Ruderal Grassland,Exotic Herbaceous,Tropical Florida
25918,3627,7297,3,17101,Developed-Medium Intensity,Developed-Medium Intensity,Tropical Florida
25919,5206,9323,3,17101,Southeastern Ruderal Shrubland,Exotic Tree-Shrub,Tropical Florida
25920,3151,7387,3,17101,Florida Peninsula Inland Scrub Shrubland,Shrubland,Tropical Florida
25921,9007,7489,3,17101,Floridian Highlands Freshwater Marsh,Riparian,Tropical Florida
25922,124,7390,1,17063,Tamaulipan Mixed Deciduous Thornscrub,Shrubland,Gulf Coast Prairies And Marshes
25923,98208,7292,3,17101,Open Water,Open Water,Tropical Florida
25924,77,7566,3,17101,Florida Dry Prairie Shruband,Shrubland,Tropical Florida
25925,55093,7994,3,17101,Eastern Warm Temperate Row Crop,Agricultural,Tropical Florida
25926,27035,7990,3,17101,Eastern Warm Temperate Orchard,Agricultural,Tropical Florida
25927,9294,7333,3,17101,South Florida Hardwood Hammock,Hardwood,Tropical Florida
25928,52,7425,3,17101,Florida Dry Prairie Grassland,Grassland,Tropical Florida
25929,14303,7571,3,17101,Southern Coastal Plain Seepage Swamp and Baygall Shrubland,Riparian,Tropical Florida
25930,949,9319,3,17101,Southeastern Exotic Ruderal Forest,Exotic Tree-Shrub,Tropical Florida
25931,38268,9332,3,17101,Southeastern Exotic Ruderal Flooded & Swamp Forest,Riparian,Tropical Florida
25932,26997,7996,3,17101,Eastern Warm Temperate Fallow/Idle Cropland,Agricultural,Tropical Florida
25933,1508,7957,3,17101,Eastern Warm Temperate Developed Ruderal Mixed Forested Wetland,Developed,Tropical Florida
25934,8918,9321,3,17101,Southeastern Native Ruderal Forest,Conifer-Hardwood,Tropical Florida
25935,617,7939,3,17101,Eastern Warm Temperate Developed Ruderal Grassland,Developed,Tropical Florida
25936,5,7461,3,17101,Southern Coastal Plain Seepage Swamp and Baygall Woodland,Riparian,Tropical Florida
25937,4647,7195,3,17101,Recently Burned-Herb and Grass Cover,Grassland,Tropical Florida
25938,869,7191,3,17101,Recently Logged-Herb and Grass Cover,Grassland,Tropical Florida
25939,277,7198,3,17101,Recently Disturbed Other-Herb and Grass Cover,Grassland,Tropical Florida
25940,39,7937,3,17101,Eastern Warm Temperate Developed Ruderal Mixed Forest,Developed,Tropical Florida
25941,274,7938,3,17101,Eastern Warm Temperate Developed Ruderal Shrubland,Developed,Tropical Florida
25942,37917,9324,3,17101,Southeastern Ruderal Wet Meadow & Marsh,Riparian,Tropical Florida
25943,4282,7489,2,17101,Floridian Highlands Freshwater Marsh,Riparian,Tropical Florida
25944,182,9319,2,17101,Southeastern Exotic Ruderal Forest,Exotic Tree-Shrub,Tropical Florida
25945,1748,7994,2,17101,Eastern Warm Temperate Row Crop,Agricultural,Tropical Florida
25946,8382,7918,2,17101,Eastern Warm Temperate Urban Herbaceous,Developed,Tropical Florida
25947,7082,9823,2,17101,Southeastern Ruderal Grassland,Exotic Herbaceous,Tropical Florida
25948,3531,7997,2,17101,Eastern Warm Temperate Pasture and Hayland,Agricultural,Tropical Florida
25949,2980,7919,2,17101,Eastern Warm Temperate Urban Shrubland,Developed,Tropical Florida
25950,1244,9248,2,17101,Southern Coastal Plain Hydric Hammock,Riparian,Tropical Florida
25951,1703,7460,2,17101,Southern Coastal Plain Nonriverine Cypress Dome,Riparian,Tropical Florida
25952,5911,7957,2,17101,Eastern Warm Temperate Developed Ruderal Mixed Forested Wetland,Developed,Tropical Florida
25953,2643,9320,2,17101,Southeastern Native Ruderal Flooded & Swamp Forest,Riparian,Tropical Florida
25954,1303,7916,2,17101,Eastern Warm Temperate Urban Evergreen Forest,Developed,Tropical Florida
25955,2475,9323,2,17101,Southeastern Ruderal Shrubland,Exotic Tree-Shrub,Tropical Florida
25956,32330,7548,2,17101,South Florida Pine Wet Flatwoods,Riparian,Tropical Florida
25957,261,7938,2,17101,Eastern Warm Temperate Developed Ruderal Shrubland,Developed,Tropical Florida
25958,12637,9332,2,17101,Southeastern Exotic Ruderal Flooded & Swamp Forest,Riparian,Tropical Florida
25959,320,7939,2,17101,Eastern Warm Temperate Developed Ruderal Grassland,Developed,Tropical Florida
25960,529,7996,2,17101,Eastern Warm Temperate Fallow/Idle Cropland,Agricultural,Tropical Florida
25961,37211,7292,2,17101,Open Water,Open Water,Tropical Florida
25962,7419,7299,2,17101,Developed-Roads,Developed-Roads,Tropical Florida
25963,7230,7296,2,17101,Developed-Low Intensity,Developed-Low Intensity,Tropical Florida
25964,61,7578,3,17033,East Gulf Coastal Plain Wet Savanna,Riparian,Florida Peninsula
25965,2726,9321,2,17101,Southeastern Native Ruderal Forest,Conifer-Hardwood,Tropical Florida
25966,60,7338,3,17063,Central and South Texas Coastal Fringe Forest and Woodland,Hardwood,Gulf Coast Prairies And Marshes
25967,3140,7990,2,17101,Eastern Warm Temperate Orchard,Agricultural,Tropical Florida
25968,25,9226,2,17033,Southeast Florida Beach,Sparsely Vegetated,Florida Peninsula
25969,71309,9332,1,17101,Southeastern Exotic Ruderal Flooded & Swamp Forest,Riparian,Tropical Florida
25970,8279,9248,1,17101,Southern Coastal Plain Hydric Hammock,Riparian,Tropical Florida
25971,21010,7489,1,17101,Floridian Highlands Freshwater Marsh,Riparian,Tropical Florida
25972,16831,9823,1,17101,Southeastern Ruderal Grassland,Exotic Herbaceous,Tropical Florida
25973,677,9319,1,17101,Southeastern Exotic Ruderal Forest,Exotic Tree-Shrub,Tropical Florida
25974,2573,9323,1,17101,Southeastern Ruderal Shrubland,Exotic Tree-Shrub,Tropical Florida
25975,13374,9320,1,17101,Southeastern Native Ruderal Flooded & Swamp Forest,Riparian,Tropical Florida
25976,1383,7994,1,17101,Eastern Warm Temperate Row Crop,Agricultural,Tropical Florida
25977,23256,7548,1,17101,South Florida Pine Wet Flatwoods,Riparian,Tropical Florida
25978,200814,7292,1,17101,Open Water,Open Water,Tropical Florida
25979,20504,7571,1,17101,Southern Coastal Plain Seepage Swamp and Baygall Shrubland,Riparian,Tropical Florida
25980,28,7191,1,17101,Recently Logged-Herb and Grass Cover,Grassland,Tropical Florida
25981,1,7988,3,17096,Western Warm Temperate Wheat,Agricultural,Tamaulipan Thorn Scrub
25982,92,7475,3,17096,Tamaulipan Floodplain Herbaceous,Riparian,Tamaulipan Thorn Scrub
25983,281,7918,4,17101,Eastern Warm Temperate Urban Herbaceous,Developed,Tropical Florida
25984,451,9323,4,17101,Southeastern Ruderal Shrubland,Exotic Tree-Shrub,Tropical Florida
25985,996,9320,4,17101,Southeastern Native Ruderal Flooded & Swamp Forest,Riparian,Tropical Florida
25986,101783,7994,4,17101,Eastern Warm Temperate Row Crop,Agricultural,Tropical Florida
25987,2,9228,3,17096,Southeastern Coastal Plain Interdunal Wetland,Riparian,Tamaulipan Thorn Scrub
25988,10555,7548,4,17101,South Florida Pine Wet Flatwoods,Riparian,Tropical Florida
25989,190,9319,4,17101,Southeastern Exotic Ruderal Forest,Exotic Tree-Shrub,Tropical Florida
25990,1,9266,3,17096,Tamaulipan Closed Depression Wetland Woodland,Riparian,Tamaulipan Thorn Scrub
25991,4878,7489,4,17101,Floridian Highlands Freshwater Marsh,Riparian,Tropical Florida
25992,24,9324,3,17096,Southeastern Ruderal Wet Meadow & Marsh,Riparian,Tamaulipan Thorn Scrub
25993,33,7338,3,17096,Central and South Texas Coastal Fringe Forest and Woodland,Hardwood,Tamaulipan Thorn Scrub
25994,83,9226,3,17033,Southeast Florida Beach,Sparsely Vegetated,Florida Peninsula
25995,923,7460,1,17101,Southern Coastal Plain Nonriverine Cypress Dome,Riparian,Tropical Florida
25996,4,9226,1,17033,Southeast Florida Beach,Sparsely Vegetated,Florida Peninsula
25997,11,7514,4,17033,Central Florida Herbaceous Pondshore,Riparian,Florida Peninsula
25998,8736,9722,2,17033,South Florida Slough Gator Hole and Willow Head Woodland,Riparian,Florida Peninsula
25999,769,9216,2,17033,South Florida Bayhead Swamp,Riparian,Florida Peninsula
26000,78,7484,3,17033,South Florida Wet Marl Prairie,Riparian,Florida Peninsula
26001,1244,7467,2,17063,Tamaulipan Floodplain Woodland,Riparian,Gulf Coast Prairies And Marshes
26002,81,7475,2,17063,Tamaulipan Floodplain Herbaceous,Riparian,Gulf Coast Prairies And Marshes
26003,190,9266,2,17063,Tamaulipan Closed Depression Wetland Woodland,Riparian,Gulf Coast Prairies And Marshes
26004,94321,7438,2,17063,Tamaulipan Savanna Grassland,Grassland,Gulf Coast Prairies And Marshes
26005,56,7474,2,17063,Tamaulipan Floodplain Shrubland,Riparian,Gulf Coast Prairies And Marshes
26006,3,7985,2,17063,Western Warm Temperate Close Grown Crop,Agricultural,Gulf Coast Prairies And Marshes
26007,148,7390,3,17063,Tamaulipan Mixed Deciduous Thornscrub,Shrubland,Gulf Coast Prairies And Marshes
26008,711,9722,1,17033,South Florida Slough Gator Hole and Willow Head Woodland,Riparian,Florida Peninsula
26009,9,9766,2,17063,Tamaulipan Closed Depression Wetland Shrubland,Riparian,Gulf Coast Prairies And Marshes
26010,30,9222,1,17033,South Florida Slough Gator Hole and Willow Head Herbaceous,Riparian,Florida Peninsula
26011,599,7483,1,17033,South Florida Everglades Sawgrass Marsh,Riparian,Florida Peninsula
26012,149,9216,1,17033,South Florida Bayhead Swamp,Riparian,Florida Peninsula
26013,1061,9220,1,17033,South Florida Pond-apple/Popash Slough,Riparian,Florida Peninsula
26014,2818,9218,1,17033,South Florida Hydric Hammock,Riparian,Florida Peninsula
26015,832,7447,1,17033,South Florida Cypress Dome,Riparian,Florida Peninsula
26016,8,7996,1,17101,Eastern Warm Temperate Fallow/Idle Cropland,Agricultural,Tropical Florida
26017,3026,9722,3,17033,South Florida Slough Gator Hole and Willow Head Woodland,Riparian,Florida Peninsula
26018,1008,7445,3,17033,South Florida Dwarf Cypress Savanna,Riparian,Florida Peninsula
26019,1799,9220,3,17033,South Florida Pond-apple/Popash Slough,Riparian,Florida Peninsula
26020,884,7447,3,17033,South Florida Cypress Dome,Riparian,Florida Peninsula
26021,623,9216,3,17033,South Florida Bayhead Swamp,Riparian,Florida Peninsula
26022,175,9222,3,17033,South Florida Slough Gator Hole and Willow Head Herbaceous,Riparian,Florida Peninsula
26023,1478,7298,3,17101,Developed-High Intensity,Developed-High Intensity,Tropical Florida
26024,35744,7996,4,17101,Eastern Warm Temperate Fallow/Idle Cropland,Agricultural,Tropical Florida
26025,412,7990,4,17101,Eastern Warm Temperate Orchard,Agricultural,Tropical Florida
26026,1244,9823,4,17101,Southeastern Ruderal Grassland,Exotic Herbaceous,Tropical Florida
26027,8947,7292,4,17101,Open Water,Open Water,Tropical Florida
26028,660,9321,4,17101,Southeastern Native Ruderal Forest,Conifer-Hardwood,Tropical Florida
26029,494,7299,4,17101,Developed-Roads,Developed-Roads,Tropical Florida
26030,214,7387,4,17101,Florida Peninsula Inland Scrub Shrubland,Shrubland,Tropical Florida
26031,530,7296,4,17101,Developed-Low Intensity,Developed-Low Intensity,Tropical Florida
26032,582,9248,4,17101,Southern Coastal Plain Hydric Hammock,Riparian,Tropical Florida
26033,452,9332,4,17101,Southeastern Exotic Ruderal Flooded & Swamp Forest,Riparian,Tropical Florida
26034,986,7460,4,17101,Southern Coastal Plain Nonriverine Cypress Dome,Riparian,Tropical Florida
26035,564,7571,4,17101,Southern Coastal Plain Seepage Swamp and Baygall Shrubland,Riparian,Tropical Florida
26036,3121447,7483,3,17101,South Florida Everglades Sawgrass Marsh,Riparian,Tropical Florida
26037,307,7295,3,17101,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Tropical Florida
26038,4234,9218,2,17033,South Florida Hydric Hammock,Riparian,Florida Peninsula
26039,18290,7483,2,17033,South Florida Everglades Sawgrass Marsh,Riparian,Florida Peninsula
26040,1316,7445,2,17033,South Florida Dwarf Cypress Savanna,Riparian,Florida Peninsula
26041,208,7360,2,17033,South Florida Pine Rockland,Conifer,Florida Peninsula
26042,4473,9220,2,17033,South Florida Pond-apple/Popash Slough,Riparian,Florida Peninsula
26043,1362,9222,2,17033,South Florida Slough Gator Hole and Willow Head Herbaceous,Riparian,Florida Peninsula
26044,456413,9222,3,17101,South Florida Slough Gator Hole and Willow Head Herbaceous,Riparian,Tropical Florida
26045,60318,9220,3,17101,South Florida Pond-apple/Popash Slough,Riparian,Tropical Florida
26046,221613,9722,3,17101,South Florida Slough Gator Hole and Willow Head Woodland,Riparian,Tropical Florida
26047,18278,7445,3,17101,South Florida Dwarf Cypress Savanna,Riparian,Tropical Florida
26048,39049,9216,3,17101,South Florida Bayhead Swamp,Riparian,Tropical Florida
26049,59224,7447,3,17101,South Florida Cypress Dome,Riparian,Tropical Florida
26050,118085,9218,3,17101,South Florida Hydric Hammock,Riparian,Tropical Florida
26051,3247,7297,2,17101,Developed-Medium Intensity,Developed-Medium Intensity,Tropical Florida
26052,5152,7446,2,17101,South Florida Pine Flatwoods,Conifer,Tropical Florida
26053,631586,7483,2,17101,South Florida Everglades Sawgrass Marsh,Riparian,Tropical Florida
26054,2280,7571,2,17101,Southern Coastal Plain Seepage Swamp and Baygall Shrubland,Riparian,Tropical Florida
26055,36060,9218,2,17101,South Florida Hydric Hammock,Riparian,Tropical Florida
26056,70390,9722,2,17101,South Florida Slough Gator Hole and Willow Head Woodland,Riparian,Tropical Florida
26057,19377,9220,2,17101,South Florida Pond-apple/Popash Slough,Riparian,Tropical Florida
26058,27232,9222,2,17101,South Florida Slough Gator Hole and Willow Head Herbaceous,Riparian,Tropical Florida
26059,9970,7445,2,17101,South Florida Dwarf Cypress Savanna,Riparian,Tropical Florida
26060,7153,7333,2,17101,South Florida Hardwood Hammock,Hardwood,Tropical Florida
26061,27215,9216,2,17101,South Florida Bayhead Swamp,Riparian,Tropical Florida
26062,37565,7447,2,17101,South Florida Cypress Dome,Riparian,Tropical Florida
26063,5034,7447,2,17033,South Florida Cypress Dome,Riparian,Florida Peninsula
26064,2946,7916,3,17101,Eastern Warm Temperate Urban Evergreen Forest,Developed,Tropical Florida
26065,8777,9324,2,17096,Southeastern Ruderal Wet Meadow & Marsh,Riparian,Tamaulipan Thorn Scrub
26066,100,7565,2,17101,Florida Peninsula Inland Scrub Woodland,Conifer,Tropical Florida
26067,3,7431,1,17033,Southwest Florida Dune and Coastal Grassland,Grassland,Florida Peninsula
26068,3878752,7483,1,17101,South Florida Everglades Sawgrass Marsh,Riparian,Tropical Florida
26069,412516,9722,1,17101,South Florida Slough Gator Hole and Willow Head Woodland,Riparian,Tropical Florida
26070,200449,9220,1,17101,South Florida Pond-apple/Popash Slough,Riparian,Tropical Florida
26071,38,7360,1,17033,South Florida Pine Rockland,Conifer,Florida Peninsula
26072,12,9262,3,17033,Southwest Florida Beach,Sparsely Vegetated,Florida Peninsula
26073,1409,7445,1,17033,South Florida Dwarf Cypress Savanna,Riparian,Florida Peninsula
26074,242120,7445,1,17101,South Florida Dwarf Cypress Savanna,Riparian,Tropical Florida
26075,2828,9823,1,17096,Southeastern Ruderal Grassland,Exotic Herbaceous,Tamaulipan Thorn Scrub
26076,260,9323,1,17096,Southeastern Ruderal Shrubland,Exotic Tree-Shrub,Tamaulipan Thorn Scrub
26077,14375,7984,1,17096,Western Warm Temperate Row Crop,Agricultural,Tamaulipan Thorn Scrub
26078,384,7986,1,17096,Western Warm Temperate Fallow/Idle Cropland,Agricultural,Tamaulipan Thorn Scrub
26079,1572,7390,1,17096,Tamaulipan Mixed Deciduous Thornscrub,Shrubland,Tamaulipan Thorn Scrub
26080,269,7391,1,17096,Tamaulipan Mesquite Upland Woodland,Hardwood,Tamaulipan Thorn Scrub
26081,4767,7438,1,17096,Tamaulipan Savanna Grassland,Grassland,Tamaulipan Thorn Scrub
26082,36,7392,1,17096,Tamaulipan Calcareous Thornscrub,Shrubland,Tamaulipan Thorn Scrub
26083,1424,7560,1,17096,Tamaulipan Mesquite Upland Scrub,Shrubland,Tamaulipan Thorn Scrub
26084,1677,7299,1,17096,Developed-Roads,Developed-Roads,Tamaulipan Thorn Scrub
26085,2486,7987,1,17096,Western Warm Temperate Pasture and Hayland,Agricultural,Tamaulipan Thorn Scrub
26086,36,9825,1,17096,Great Plains Comanchian Ruderal Grassland,Exotic Herbaceous,Tamaulipan Thorn Scrub
26087,79,9325,1,17096,Great Plains Comanchian Ruderal Shrubland,Exotic Tree-Shrub,Tamaulipan Thorn Scrub
26088,670014,7447,1,17101,South Florida Cypress Dome,Riparian,Tropical Florida
26089,313,7296,1,17096,Developed-Low Intensity,Developed-Low Intensity,Tamaulipan Thorn Scrub
26090,41614,9222,1,17101,South Florida Slough Gator Hole and Willow Head Herbaceous,Riparian,Tropical Florida
26091,78,7910,1,17096,Western Warm Temperate Urban Deciduous Forest,Developed,Tamaulipan Thorn Scrub
26092,203,7476,1,17096,Tamaulipan Riparian Woodland,Riparian,Tamaulipan Thorn Scrub
26093,120,7562,1,17096,Tamaulipan Riparian Shrubland,Riparian,Tamaulipan Thorn Scrub
26094,144031,9218,1,17101,South Florida Hydric Hammock,Riparian,Tropical Florida
26095,39,7912,1,17096,Western Warm Temperate Urban Mixed Forest,Developed,Tamaulipan Thorn Scrub
26096,253,7914,1,17096,Western Warm Temperate Urban Shrubland,Developed,Tamaulipan Thorn Scrub
26097,580,7573,1,17096,Tamaulipan Riparian Herbaceous,Riparian,Tamaulipan Thorn Scrub
26098,119,7360,3,17033,South Florida Pine Rockland,Conifer,Florida Peninsula
26099,7465,9218,3,17033,South Florida Hydric Hammock,Riparian,Florida Peninsula
26100,8,9262,1,17033,Southwest Florida Beach,Sparsely Vegetated,Florida Peninsula
26101,158,7913,1,17096,Western Warm Temperate Urban Herbaceous,Developed,Tamaulipan Thorn Scrub
26102,298,9324,2,17101,Southeastern Ruderal Wet Meadow & Marsh,Riparian,Tropical Florida
26103,51,7392,3,17063,Tamaulipan Calcareous Thornscrub,Shrubland,Gulf Coast Prairies And Marshes
26104,865,9273,3,17063,Texas Coast Beach,Sparsely Vegetated,Gulf Coast Prairies And Marshes
26105,63,9722,4,17101,South Florida Slough Gator Hole and Willow Head Woodland,Riparian,Tropical Florida
26106,12,7445,4,17101,South Florida Dwarf Cypress Savanna,Riparian,Tropical Florida
26107,16,9218,4,17101,South Florida Hydric Hammock,Riparian,Tropical Florida
